ALLSKY_KT,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,T2M,RH2M,PS
0.62,7.17,7.98,4.35,24.13,58,101.18
0.73,8.39,8.47,4.02,25.73,44.25,101.37
0.7,8.08,8.39,3.28,24.64,50.62,101.33
0.7,8.02,8.18,3.58,26.62,51.69,101.08
0.66,7.51,7.79,3.2,27.87,49.25,100.91
0.64,7.38,7.97,3.02,27.85,57.38,100.86
0.66,7.5,7.98,3.95,27.55,61.06,100.9
0.7,8,8.14,5.12,26.36,58.62,101.1
0.72,8.22,8.33,4.77,25.31,58.5,101.22
0.72,8.2,8.32,3.21,27.05,53.94,101.18
0.7,8.02,8.2,2.59,27.58,52.25,101.16
0.62,7.12,7.84,3.35,27.75,49.5,101
0.68,7.73,7.87,4.12,27.83,54.62,100.66
0.7,7.89,8.08,4.44,27.18,61.88,100.6
0.68,7.74,7.9,3.52,29.03,56.69,100.81
0.68,7.67,7.93,4.16,29.33,58.75,100.82
0.6,6.81,7.92,4.91,28.8,64.88,100.69
0.71,8.05,8.26,5.65,28.24,57.44,100.95
0.7,7.91,8.05,3.32,28.33,58,101.15
0.66,7.4,7.77,3.12,28.37,55.56,101.11
0.6,6.73,7.71,3.67,28.51,53.19,101.03
0.68,7.58,7.8,4.38,28.66,55.44,100.94
0.62,6.87,7.74,3.56,28.68,56.88,100.68
0.68,7.54,7.85,3.31,31.91,53.62,100.45
0.67,7.48,7.72,4.82,29.11,64.12,100.6
0.7,7.77,7.85,4.77,28.15,61.19,100.66
0.68,7.5,7.9,3.8,28.55,61.06,100.89
0.69,7.58,7.88,3.31,28.96,57.19,101.02
0.66,7.35,7.88,3.06,29.42,49.06,100.85
0.7,7.75,7.97,3.3,29.73,46.19,100.69
0.74,8.15,8.23,3.56,28.37,53.12,100.9
0.71,7.79,8.1,2.41,29.25,51.56,101.15
0.71,7.76,7.86,3.35,30.24,49.06,101.14
0.74,8.08,8.25,4.7,29.26,47.19,100.87
0.71,7.76,8.17,4.12,28.27,54.75,100.78
0.71,7.71,7.97,3.99,27.47,63.69,100.93
0.7,7.64,7.81,3.42,27.77,62.25,101.03
0.72,7.71,7.83,2.84,28.06,59.56,101.11
0.7,7.47,7.93,1.95,29.71,46.94,100.99
0.73,7.84,7.95,2.47,29.86,50.75,100.85
0.75,8.03,8.12,2.23,30.12,45.56,100.73
0.73,7.71,7.81,2.8,30.71,42.88,100.74
0.69,7.27,7.61,3.46,29.84,47.56,100.86
0.71,7.51,7.69,4.4,29.34,42.5,100.92
0.74,7.8,7.93,3.58,27.3,51.81,100.91
0.72,7.59,7.72,2.76,28.38,57.81,100.94
0.7,7.38,7.44,2.82,29.28,52.88,100.79
0.52,5.36,7.27,3.48,29.08,56.06,100.69
0.72,7.49,7.52,3.11,28.33,57.5,100.9
0.71,7.38,7.5,3.21,28.09,59.38,101
0.66,6.81,7.25,3.29,28.2,55.38,100.95
0.61,6.27,6.98,3.25,28.69,60.38,101.02
0.57,5.88,7.03,2.03,29.66,53,100.98
0.67,6.88,7.32,3.02,29.18,55.31,100.87
0.68,6.94,7.34,4.52,28.65,50.44,100.78
0.69,6.92,7.21,4.02,26.89,56.62,100.81
0.71,7.16,7.19,2.82,26.87,61.94,100.89
0.66,6.68,6.95,1.88,28.65,55.88,100.72
0.7,6.99,7.03,2.71,31.41,42.44,100.43
0.55,5.53,6.65,2.86,33.19,32.06,100.3
0.52,5.07,6.57,2.65,33.56,31.06,100.37
0.48,4.71,6.54,3.59,30.67,50.56,100.7
0.52,5.02,6.08,4.11,30.08,65.56,100.77
0.51,4.95,6.02,3.22,31.76,55,100.54
0.43,4.15,6.42,6.26,27.76,74.62,100.63
0.62,6.06,6.36,7.98,27.07,70.25,100.6
0.47,4.51,6.23,8.32,26.49,72.19,100.84
0.36,3.42,6.35,6.98,25.82,79.19,101.09
0.66,6.22,6.36,3.31,26.15,77,101.15
0.7,6.59,6.63,1.27,27.05,66.88,100.81
0.67,6.3,6.47,2.43,29.49,47.12,100.58
0.66,6.22,6.28,2.45,29.16,58.12,100.87
0.66,6.18,6.28,4.03,28.01,70.69,101.23
0.66,6.13,6.28,4.07,27.83,61,101.28
0.66,6.1,6.34,4.2,27.4,65.12,101.16
0.66,5.99,6.2,3.41,27.54,64.62,100.95
0.57,5.2,6,4.08,27.6,65.12,100.97
0.56,5.12,6.07,5.43,26.08,68.38,101.36
0.55,5.01,5.9,4.43,27.12,65.38,101.32
0.64,5.71,5.91,2.86,29.94,52.88,100.82
0.66,5.92,6.08,2.85,30.05,40.69,100.43
0.62,5.46,5.97,4.57,26.51,73.75,100.42
0.59,5.12,5.87,3.55,26.19,67.12,100.6
0.46,4.03,5.77,3.41,25.34,70.25,100.52
0.67,5.78,6.19,2.35,24.4,67.75,100.88
0.73,6.25,6.27,1.89,24.44,56.19,101.31
0.7,5.95,6.21,3.86,24.31,61.31,101.4
0.69,5.85,6.12,3.27,23.84,65.06,101.32
0.7,5.9,5.99,2.01,24.36,57.38,101.16
0.69,5.73,5.82,2.48,25.25,52.5,101.01
0.71,5.88,5.92,1.7,26.74,50.69,100.92
0.71,5.84,5.86,2.16,27.12,49.75,100.84
0.7,5.76,5.74,2.2,28.97,43.19,100.57
0.61,4.94,5.23,4.35,29.9,32.94,100.24
0.68,5.46,5.68,2.91,27.56,54.94,100.31
0.68,5.45,5.69,1.51,27.79,55.31,100.53
0.7,5.6,5.68,1.66,28.62,50.5,100.64
0.59,4.68,5.39,3.79,27.4,67.5,101
0.67,5.27,5.29,3.92,27.15,73,101.28
0.66,5.09,5.15,3.19,27.33,71.19,101.28
0.63,4.86,5.08,3.06,27.7,63.5,101.04
0.33,2.5,5.12,5.64,23.58,76.56,101.21
0.44,3.3,5.04,5.3,23.49,77.38,101.25
0.66,4.94,5.06,4.78,24.15,74.69,101.17
0.61,4.54,4.91,2.31,26.01,60.69,100.85
0.56,4.16,4.94,3.01,26.65,42.88,100.84
0.52,3.77,4.82,3.34,27.98,29.12,101.04
0.51,3.7,4.95,2.46,28.08,28.94,101.11
0.67,4.88,4.99,2.55,27.13,29.69,101.22
0.62,4.49,4.87,3.12,27.44,31.19,101.24
0.69,4.88,4.91,1.7,27.19,34.88,100.99
0.72,5.04,5.07,2.38,25.16,55.62,101.14
0.71,4.97,4.94,1.95,25.82,55,101.07
0.55,3.86,4.59,2.29,26.15,49.56,101.13
0.69,4.7,4.67,3.12,25.26,65.75,101.39
0.69,4.66,4.71,3.23,23,64.81,101.46
0.69,4.65,4.7,2.01,23.26,58.56,101.35
0.71,4.76,4.73,2.3,23.4,47.31,101.27
0.59,3.87,4.44,1.92,23.08,37.94,101.32
0.7,4.59,4.57,1.97,23.32,45.06,101.3
0.68,4.45,4.51,2.83,22.53,71.69,101.35
0.66,4.25,4.48,2.72,22.4,75.56,101.56
0.7,4.47,4.63,1.28,21.45,66.25,101.47
0.73,4.62,4.66,2.46,21.43,62.31,101.01
0.56,3.55,4.2,2.93,21.52,49.12,100.79
0.66,4.11,4.3,1.77,21.69,60.56,101.07
0.65,4.01,4.34,2.24,20.51,75.31,101.36
0.65,3.99,4.26,1.37,19.51,67.06,101.37
0.71,4.34,4.32,2.61,20.1,50.81,101.32
0.69,4.17,4.29,5.69,19.98,41.94,100.83
0.28,1.69,3.95,4.6,20.45,48.12,100.27
0.6,3.55,3.79,5.71,21.78,61.94,100.73
0.7,4.14,4.22,2.83,20.55,71.38,101.37
0.7,4.11,4.21,2.55,20.51,60.69,101.35
0.7,4.02,4.04,1.52,21.05,51.06,101.2
0.55,3.14,3.98,1.47,20.39,68.5,101.19
0.55,3.14,3.95,4.49,18.47,58.25,100.62
0.31,1.77,3.67,5.31,15.91,56.19,100.45
0.63,3.53,3.91,3.63,17.15,63.25,100.62
0.69,3.81,3.89,2.84,17.36,64.88,100.92
0.55,3.07,3.76,2.26,16.49,65.69,100.76
0.7,3.86,3.85,2.08,18.14,63.56,100.99
0.62,3.41,3.78,3.28,18.35,80.06,100.95
0.57,3.09,3.41,6.34,18.19,48.06,100.12
0.7,3.75,3.71,6.38,14.04,47.19,100.46
0.7,3.75,3.75,5.58,14.29,55.06,100.66
0.67,3.53,3.84,3.34,13.48,56.06,100.52
0.65,3.4,3.7,6.76,13.23,46.69,100.18
0.45,2.31,3.74,3.98,12.96,58.44,100.17
0.6,3.12,3.75,3.27,11.71,53.5,100.35
0.68,3.47,3.62,2.62,12.12,60.31,100.56
0.55,2.77,3.53,2.77,12.23,70.25,100.97
0.64,3.26,3.52,1.58,12.01,64,101.41
0.62,3.14,3.49,1.98,14.48,67.88,101.53
0.52,2.63,3.46,3.86,12.4,66.31,101.38
0.43,2.13,3.45,5.47,10.42,75.06,100.58
0.7,3.44,3.48,5.57,10.46,63.31,100.36
0.41,2.05,3.39,4.7,9.08,72.44,100.97
0.69,3.38,3.42,3.58,10.59,69.44,101.38
0.55,2.71,3.33,3.56,12.55,78.25,101.63
0.54,2.63,3.33,2.7,13.78,72.31,101.72
0.63,3.06,3.45,2.66,12.8,65.56,101.6
0.59,2.83,3.34,2.5,12.27,68.19,101.78
0.42,2.03,3.26,1.41,12.94,70.06,102.12
0.62,3.01,3.3,1.67,14.25,68.56,102.22
0.63,3.01,3.2,3.56,13.51,73.69,102.28
0.66,3.1,3.23,3.73,12.62,80,102.57
0.59,2.77,3.27,1.67,13.27,75.75,102.48
0.73,3.42,3.37,3.61,11.52,67.25,102.08
0.69,3.24,3.34,1.8,11.69,65.69,102.26
0.7,3.27,3.28,1.06,12.94,59.94,102.59
0.7,3.29,3.3,2.2,11.93,71.56,102.58
0.7,3.26,3.25,1.71,12.24,65.81,102.39
0.45,2.09,3.06,1.15,12.08,65.44,101.96
0.65,3.05,3.07,0.97,12.67,64.06,101.69
0.56,2.62,3.1,3.11,13.3,74.62,101.38
0.42,1.99,3.11,5.26,15.42,81.31,101.89
0.3,1.4,3.06,5.12,15.33,76.31,101.84
0.19,0.89,3.02,3.58,13.31,89.38,101.51
0.67,3.14,3.15,4.35,12.72,77.75,101.58
0.68,3.18,3.21,6.23,11.3,72.75,101.26
0.5,2.37,2.8,7.42,11.31,62.5,100.48
0.61,2.85,3.19,5.15,10.94,61.06,100.95
0.72,3.4,3.4,3.91,10.87,68.38,101.23
0.31,1.48,3.08,2.14,11.07,65,101.38
0.21,0.98,3.14,3.95,10.67,84.31,101.63
0.73,3.49,3.48,3.06,9.55,70.62,101.74
0.73,3.52,3.53,3.97,8.94,70.69,101.67
0.71,3.41,3.49,4.74,9.64,64.06,101.57
0.69,3.29,3.34,4.03,10.87,56.69,101.71
0.7,3.36,3.37,4.25,11.17,50.38,101.75
0.63,3.05,3.52,4.11,11.68,50.56,101.31
0.66,3.21,3.4,2.98,10.54,67.94,101.36
0.7,3.41,3.51,1.71,10.16,78.69,101.9
0.7,3.44,3.52,2.22,10.38,74.44,102.05
0.73,3.57,3.57,3.84,10.31,71.38,101.88
0.59,2.91,3.5,3.81,11.3,71.81,101.63
0.67,3.37,3.4,3.2,12.23,66.81,101.43
0.32,1.62,3.11,1.8,12.49,70,101.43
0.59,2.96,3.33,2.16,12.62,74.5,101.43
0.29,1.46,3.22,2.73,10.99,81.38,100.9
0.66,3.41,3.66,2.28,11.65,70.81,100.91
0.73,3.75,3.68,2.98,10.69,67.75,101.37
0.52,2.72,3.68,3.13,10.9,59.81,101.05
0.57,2.99,3.19,3.14,12.94,49.56,100.27
0.56,2.97,2.93,6.54,13.58,54.38,100.04
0.71,3.77,3.74,7.05,12.35,55.75,100.56
0.73,3.92,3.97,4.7,9.79,57.12,101.24
0.74,4.01,4.02,2.7,9.3,56.06,101.26
0.52,2.84,3.73,1.68,10.81,45.62,100.95
0.73,4.01,3.98,3.86,11.71,63.06,101.12
0.55,2.99,3.95,5.19,10.33,61.69,100.68
0.65,3.59,3.94,3.93,11.28,67.19,100.92
0.66,3.66,3.94,5.04,12.32,64.94,100.38
0.71,4.02,4.13,4.84,11.34,59.06,100.01
0.62,3.52,4.17,4.45,10.64,54.62,100.33
0.6,3.45,3.62,3.8,14.68,49.75,99.54
0.3,1.71,2.63,2.86,12.62,70.94,99.83
0.57,3.31,3.96,4.09,10.9,70.06,100.35
0.7,4.07,4.24,4.66,11.26,59.25,100.5
0.76,4.48,4.51,2.46,9.67,59.12,101.13
0.51,3.03,4.21,2.75,10.8,56.19,101.26
0.63,3.84,4.2,3.34,10.82,68.62,101.33
0.71,4.31,4.33,2.43,13.22,61.38,101.31
0.71,4.35,4.38,3.3,14.82,55.31,101.16
0.73,4.54,4.68,2.79,12.47,63.12,101.26
0.58,3.62,4.47,3.55,13.23,49.38,101.08
0.64,4.06,4.46,5.03,15.65,40.62,100.35
0.42,2.7,4.65,4.9,10.88,62.62,100.57
0.52,3.38,4.68,4.31,10.5,61.75,101.12
0.77,4.96,4.94,3.02,11.86,59.56,101.47
0.69,4.48,4.8,4.18,14.65,60.69,101.42
0.73,4.86,4.93,3.98,15.66,56.94,101.27
0.76,5.06,5.07,2.61,16.51,37.25,101.3
0.74,4.98,5.06,2.65,16.73,36.44,101.03
0.38,2.55,4.02,2.74,16.73,42.38,100.62
0.41,2.8,3.6,3.29,15.19,55.19,100.65
0.2,1.34,3.61,6.21,13.43,72.44,100.76
0.71,4.93,5.09,3.47,12.88,61.5,101.18
0.71,4.98,5.06,2.09,13.87,56.81,101.28
0.74,5.26,5.3,3.56,12.53,65.12,101.64
0.74,5.32,5.38,2.06,12.72,59.69,101.39
0.66,4.78,5.13,2.17,12.63,64.31,101.19
0.65,4.71,5.28,3.23,12.81,73.12,101.56
0.35,2.57,5,3.03,12.32,73.56,101.62
0.75,5.55,5.63,3.28,11.2,62.12,101.32
0.55,4.14,5.55,4.62,12.5,53.5,100.29
0.55,4.1,5.48,4.96,14.4,61.94,99.53
0.7,5.25,5.55,4.13,13.58,62.81,99.98
0.63,4.85,5.78,4.97,12.63,53.75,100.07
0.45,3.46,5.73,4.84,12.64,52.94,100.39
0.64,5.01,5.67,2.74,12.09,60.56,100.79
0.48,3.72,5.57,3.45,11.94,68.19,101.23
0.58,4.57,5.76,3.36,12.8,65.62,101.48
0.6,4.77,5.68,3.1,12.14,72.12,101.43
0.59,4.69,5.76,3.11,11.94,67.31,101.16
0.49,3.95,5.74,1.36,12.99,62.31,101.24
0.56,4.6,5.81,6.17,13.4,78.38,101.53
0.12,1.01,4.48,9.35,14.66,82.81,100.78
0.39,3.24,4.55,1.81,15.08,77.81,100.66
0.43,3.58,5.34,2.57,14.43,82.44,100.88
0.61,5.14,5.49,3.55,14.58,67,101.32
0.72,6.06,6.1,1.19,15.37,58.25,101.65
0.73,6.25,6.3,1.74,16.26,53.06,101.64
0.73,6.27,6.29,1.86,16.85,55.94,101.43
0.42,3.65,5.98,3.03,15.85,75.44,101.27
0.64,5.6,6.03,3.75,16.72,74.44,101.14
0.68,5.93,6.05,4.31,16.76,76.31,101
0.56,4.95,5.94,2.2,17.59,68.69,100.59
0.73,6.54,6.96,3.45,15.18,50.81,101.19
0.65,5.81,6.63,4.6,15.35,49.06,100.81
0.68,6.1,6.4,6.46,15.94,49.69,100.2
0.76,6.87,6.94,5.09,13.92,44.62,100.54
0.73,6.67,7,2.8,13.82,55.38,101.06
0.7,6.44,6.58,6.27,14.72,70.19,100.75
0.28,2.61,6.04,6.52,15.16,79.69,100.43
0.45,4.2,6.23,3.3,14.11,81.19,100.92
0.73,6.79,6.83,1.87,16.53,64.06,101.24
0.71,6.68,7.04,2.63,19.11,43.44,100.85
0.64,6.06,6.29,4.45,21.06,39.56,99.83
0.72,6.84,7.05,4.61,18.09,46.5,100.29
0.7,6.65,7.1,4.1,18.12,48.19,100.72
0.57,5.5,6.9,3.77,17.64,56.19,100.99
0.7,6.79,6.94,2.33,16.93,59.75,101.36
0.73,7.1,7.21,1.69,17.76,60.12,101.58
0.73,7.1,7.28,2.77,19.99,47.44,101.31
0.73,7.16,7.33,2.95,18.49,68.12,101.18
0.74,7.28,7.32,2.91,18.62,67.94,101.15
0.56,5.52,6.91,1.97,20.63,58.62,100.78
0.7,6.89,7.01,3.98,20.32,63.81,100.69
0.64,6.41,7.2,4.48,17.8,67.88,101.04
0.68,6.84,7.21,2.76,19.89,57.75,100.84
0.73,7.27,7.54,3.91,19.09,56.06,100.86
0.71,7.2,7.69,3.55,16.27,52.19,101.09
0.76,7.65,7.73,1.85,17.9,48.31,100.73
0.76,7.72,7.74,2.26,21.76,39.69,100.38
0.39,4.02,6.6,3.7,24.15,30.94,99.77
0.41,4.26,6.97,3.9,20.12,57.75,100.19
0.16,1.68,6.34,4.39,18.76,75.25,100.14
0.69,7.1,7.65,3.74,20.49,56.12,100.99
0.77,7.93,8.02,1.67,20.52,47.12,101.24
0.7,7.24,7.61,4.48,22.43,37.75,100.7
0.7,7.41,7.84,2.88,19.26,49,100.89
0.72,7.57,7.89,3.26,21.34,46.19,100.72
0.74,7.88,7.99,3.22,18.94,54.38,100.86
0.73,7.71,8.07,1.8,21.08,47.94,100.8
0.73,7.82,7.91,2.05,22.78,51.38,100.64
0.73,7.74,7.91,4.76,20.8,63.25,100.53
0.72,7.66,7.94,3.16,20.02,54.38,100.62
0.64,6.87,8.07,3.32,19.9,51.81,100.42
0.7,7.49,8.25,2.96,19.65,48.69,100.6
0.77,8.27,8.43,2.83,18.08,51.25,101.04
0.75,8.15,8.34,3.36,19.26,61.06,101.35
0.73,7.99,8.07,2.23,21.64,51.94,101.18
0.73,7.93,8.06,3.33,21.51,54.38,101.01
0.73,8.01,8.13,2.99,20.9,58.31,101.17
0.73,7.95,8.35,1.95,21.88,54.38,101.21
0.73,8.01,8.14,1.9,24.72,37.94,100.98
0.71,7.79,7.94,3.01,25.64,40.06,100.91
0.71,7.88,8.05,5.41,28.65,33.38,100.64
0.75,8.29,8.41,5.9,21.35,43.12,101.42
0.76,8.45,8.66,3.1,19.4,45.62,101.32
0.75,8.37,8.46,4.27,19.18,52.69,101.04
0.45,4.98,7.79,5.33,18.93,56.25,100.97
0.45,5.04,6.82,5.86,19.78,71.19,100.59
0.53,5.92,7.05,1.73,24.32,59.19,100.53
0.65,7.28,7.47,3.1,24.52,64.5,100.77
0.58,6.49,6.91,3.88,24.63,68.88,100.79
0.63,7.14,7.48,3.09,25.04,67.38,100.61
0.55,6.2,7.57,6.02,23.41,68.88,100.38
0.69,7.72,7.81,6.29,22.64,65.81,100.36
0.66,7.52,7.93,3.9,23.79,62.5,100.5
0.69,7.79,8.08,4.32,22.74,62.81,101
0.59,6.71,7.99,6.3,21.98,67.31,100.92
0.64,7.23,7.53,5.63,22.07,63.62,100.65
0.66,7.51,8.33,2.22,22.25,49,100.92
0.73,8.3,8.55,3.41,23.11,53.88,101.07
0.7,7.93,8.31,4.55,24.08,53.25,100.8
0.59,6.66,7.72,7.18,22.51,68,100.51
0.57,6.55,7.52,8.82,21.39,72.69,99.85
0.63,7.23,8.25,6.22,21.58,57.56,100.67
0.74,8.47,8.58,2.45,23.3,46.25,101.02
0.74,8.54,8.68,1.97,26.09,36.88,101.03
0.71,8.11,8.44,3.23,27.13,37.12,101
0.63,7.23,8.19,2.25,26.8,40.56,100.95
0.73,8.46,8.56,2.71,26.58,44.38,100.96
0.73,8.4,8.62,3.41,25.01,54.75,100.88
0.73,8.39,8.48,3.7,24.45,62.75,100.92
0.73,8.36,8.47,3.69,24.36,61.31,101.1
0.72,8.31,8.49,3.98,24.45,61.88,101.08
0.66,7.63,8.38,3.41,25.31,53.44,100.84
0.68,7.79,8.46,1.69,26.9,43.12,100.56
0.67,7.72,8.23,2.54,29.05,36.5,100.35
0.47,5.36,8.03,4.54,27.65,48.94,100.2
0.56,6.5,7.55,5.35,24.62,63.25,100.56
0.68,7.79,8.36,3.35,25.74,61.62,100.87
0.71,8.2,8.39,2.97,26.81,54.12,101.04
0.67,7.7,8.08,4.16,25.83,60.5,100.86
0.69,7.89,8.31,5.1,25.8,61.25,100.78
0.72,8.31,8.42,5.15,25.3,62.81,101.08
0.72,8.31,8.43,4.44,25.84,59.69,101.24
0.59,6.76,7.66,3.25,29.59,52.31,100.78
0.49,5.64,7.81,4.33,28.76,51.62,100.42
0.68,7.85,8,5.39,26.17,60.69,100.57
0.73,8.39,8.55,4.26,26.26,53.94,101.18
0.73,8.38,8.46,2.73,27.51,48.5,101.2
0.69,7.92,8.19,2.62,32.42,30.12,100.65
0.71,8.16,8.27,6.74,27.1,52.75,100.86
0.73,8.35,8.45,4.69,25.01,56.5,101.05
0.7,8,8.05,3.43,26.58,57.75,101.04
0.68,7.79,7.86,5.03,27.11,70.06,101.14
0.7,8.08,8.14,2.73,29.65,59.12,100.84
0.68,7.81,7.95,4.11,27.19,69.5,100.76
0.66,7.58,7.89,4.39,27.25,65.62,100.72
0.7,8,8.09,2.32,32.65,46.94,100.58
0.69,7.84,7.92,4.6,28.99,52.25,100.79
0.7,7.96,8.1,5.79,26.72,63.12,100.7
0.7,7.88,8.16,5.23,26.5,55.31,100.56
0.72,8.14,8.41,3.48,26.45,50.44,100.78
0.69,7.83,8.2,4.07,26.69,59.5,100.9
0.57,6.5,7.79,3.77,27.88,59.25,100.84
0.68,7.7,7.99,3.88,28.52,60.06,100.82
0.7,7.95,8.16,4.42,27.68,59.25,100.96
0.73,8.3,8.39,3.42,27.26,52.75,101.08
0.73,8.25,8.43,2.93,27.44,54.69,101.13
0.73,8.21,8.44,2.7,28.08,50.75,101.14
0.73,8.14,8.28,1.94,29.33,43.62,101.05
0.7,7.9,8.01,2.31,31.75,32.62,100.8
0.7,7.72,7.77,4.4,29.77,46.62,100.7
0.73,8.15,8.21,3.72,28.2,47.06,100.73
0.72,7.99,8.24,3.2,28.41,51.88,100.59
0.72,7.95,8.03,3.95,29.24,54.75,100.55
0.68,7.5,7.75,3.54,30.38,54.62,100.47
0.59,6.48,7.22,3.33,33.37,50.69,100.25
0.7,7.67,7.76,5.2,29.73,50.38,100.65
0.71,7.83,7.85,4.27,28.43,55.62,100.78
0.68,7.42,7.5,2.97,30.09,56.81,100.24
0.69,7.5,7.58,5.91,28.15,59.44,100.5
0.69,7.49,7.68,4,27.54,56.19,100.67
0.73,7.98,8.06,3.38,28.34,53.81,100.58
0.7,7.58,7.62,4.95,28.68,53.69,100.39
0.7,7.57,7.61,3.89,29.75,64.12,100.36
0.6,6.53,7.26,4.2,28.48,65.75,100.7
0.62,6.64,7.28,3.27,28.96,58.56,100.64
0.72,7.72,7.75,4.42,29.15,50.44,100.65
0.71,7.59,7.89,3.85,27.65,47.88,100.78
0.71,7.61,7.91,3.07,27.43,53.62,100.87
0.71,7.58,7.73,3.2,27.34,58.5,100.84
0.69,7.32,7.35,3.26,27.96,65.19,100.82
0.7,7.31,7.33,2.58,29.73,56.25,100.74
0.7,7.3,7.39,2.98,30.55,52,100.56
0.7,7.38,7.41,2.09,33.83,41.06,100.31
0.7,7.31,7.36,4.31,30.36,56.44,100.6
0.7,7.22,7.23,4.26,28.81,60.81,100.9
0.55,5.67,6.96,4.84,28.15,61.19,100.89
0.66,6.89,7.1,5.54,27.69,56.38,100.99
0.71,7.28,7.31,4.43,27.88,58.38,100.85
0.68,6.97,7.04,2.96,30.07,60.06,100.59
0.53,5.39,6.94,3.15,30.85,67.88,100.55
0.66,6.77,6.98,5.36,29.22,69.75,100.62
0.69,6.93,7,4.35,28.94,68,100.72
0.71,7.16,7.23,2.85,31.42,58.38,100.71
0.67,6.71,7.05,5.38,28.93,58.62,100.96
0.69,6.87,7.08,4.3,27.98,56.19,101.08
0.71,7.07,7.1,3.69,29.09,55.62,100.86
0.7,6.99,7.09,3.22,29.61,61.38,100.6
0.7,6.94,7.1,3.66,29.36,57.44,100.69
0.7,6.88,7.27,3.25,28.89,56.25,100.85
0.66,6.43,6.91,2.66,28.63,57.06,100.9
0.61,5.92,6.71,2.26,29.85,47.25,100.73
0.7,6.68,6.81,2.57,29.69,50.62,100.49
0.74,7.14,7.18,2.9,28.62,44.06,100.42
0.73,6.97,7.03,2.11,28.38,46.38,100.49
0.71,6.78,6.79,3.28,29.96,48.5,100.48
0.68,6.42,6.58,3.7,28.55,62.62,100.53
0.7,6.57,6.68,3.93,28,61.5,100.55
0.68,6.37,6.69,3.37,28.05,59.69,100.75
0.41,3.8,6.26,2.54,28.74,54.94,100.89
0.47,4.32,6.34,2.68,28.48,62.81,100.94
0.59,5.37,6.13,4.11,28.29,59,100.65
0.7,6.37,6.49,3.45,28.43,65.38,100.52
0.67,6.1,6.36,3.2,29.04,60.06,100.69
0.7,6.31,6.42,3.55,28.32,65.06,100.85
0.7,6.22,6.3,2.11,29.21,56.56,100.88
0.65,5.79,6.23,3.05,31.1,39.44,100.66
0.55,4.9,6.13,1.78,31.01,37.88,100.53
0.61,5.35,5.74,3.61,30.22,47.5,100.53
0.62,5.38,6.03,3.68,30.84,60.31,100.53
0.68,5.93,5.95,1.81,31.72,45.56,100.77
0.57,4.94,5.39,1.45,33.51,28.44,100.97
0.62,5.39,5.38,3.05,30.4,65.88,101.05
0.6,5.13,5.75,3.88,32.64,33.5,100.56
0.62,5.23,5.52,2.95,30.91,32.25,100.54
0.6,5.1,5.54,3.5,29.08,60.06,100.92
0.31,2.59,5.33,1.66,29.4,55.38,100.91
0.43,3.57,5.37,4.57,25.9,64.94,101.21
0.7,5.77,5.78,4.33,25.15,56.31,101.48
0.72,5.87,5.89,3.85,24.78,60.19,101.59
0.66,5.43,5.75,4.23,24.98,62.38,101.74
0.67,5.43,5.71,3.23,24.62,58.31,101.78
0.66,5.32,5.47,1.78,25,58,101.68
0.62,5,5.28,1.95,26.6,54.31,101.4
0.5,3.93,5.15,3.62,27.22,46.94,100.98
0.55,4.27,5.11,4.06,25.84,62.5,100.5
0.66,5.15,5.35,4.46,23.37,63.56,100.65
0.71,5.5,5.51,2.25,23.69,53.94,100.96
0.71,5.43,5.41,2.97,24.84,45.25,101.19
0.7,5.29,5.28,3.41,25.94,39.62,101.17
0.68,5.11,5.08,2.66,26.38,35.94,101.04
0.68,5.07,5.04,2.29,27.01,33.5,100.98
0.61,4.55,4.8,1.96,26.5,42.88,100.9
0.66,4.83,4.85,2.06,26.38,51.69,100.92
0.55,3.96,4.86,2.49,27.69,41.06,100.79
0.43,3.13,4.47,4.58,29.45,27.88,100.37
0.22,1.56,4.46,2.95,23.89,53,100.45
0.66,4.68,4.67,4.97,23.63,73.75,101.02
0.68,4.8,4.78,2.27,24.77,73,101.45
0.68,4.74,4.86,1.3,24.9,62,101.57
0.7,4.88,4.86,1.98,24.03,66.31,101.59
0.72,4.92,4.94,1.8,24.12,70.56,101.49
0.71,4.85,4.92,1.37,23.51,63.06,101.13
0.7,4.67,4.79,3.52,23.51,48.25,100.9
0.72,4.79,4.81,4.21,19.96,49.88,101.01
0.71,4.72,4.75,3.45,21.34,52.44,100.85
0.7,4.56,4.76,2.19,20.56,57.94,101.2
0.7,4.54,4.63,1.64,21.89,52.88,101.33
0.58,3.75,4.51,1.57,21.69,61.56,101.24
0.6,3.87,4.43,1.51,21.6,63.06,101.02
0.69,4.37,4.37,2.48,21.98,66.69,100.97
0.68,4.29,4.42,3.33,20.58,70.5,101.32
0.71,4.47,4.47,3.52,18.92,64.06,101.46
0.66,4.15,4.39,3.47,18.42,63.62,101.56
0.65,4.01,4.31,2.02,18.27,62.62,101.59
0.72,4.38,4.34,1.52,18.98,55.38,101.38
0.67,4.06,4.11,1.98,19.9,55.69,100.56
0.57,3.41,4.14,3.82,20.3,51,99.99
0.27,1.56,3.32,5.62,14.58,78.06,100.16
0.59,3.51,3.57,6.89,16.15,61.56,100.4
0.7,4.12,4.1,4.13,17.59,61.25,100.81
0.71,4.13,4.08,3.34,18.23,61.75,100.89
